product_name,unit,quantity,vol,value
Flora Foods Italian Olives Castelvetrano,Count,1,19,1.0
Beech-Nut Stage 1 Chicken and Chicken Broth,oz,2.5,2.5,2.5
Boars Night Out,Ounce,10.5,,
"Delimex, Beef Taquitos",Ounce,25,25,25.0
Earl Grey Black Tea (Loose),Ounce,12,1,12.0
Famous Amos Chocolate Chip Cookies,Count,42,2,3.0
Trader Joe's Olive & Herbs Mixed Nuts,Ounce,10,10,10.0
Cardini Original Caesar,Ounce,12,12,12.0
Zatarain's New Orleans Style Mixes Cheddar Broccoli Rice,Ounce,1,5.7,5.7
Food to Live Organic Pecan Pieces,Ounce,6,96.0,96.0
Pride of India – Fenugreek Seed Ground,Ounce,24,24,24.0
Hampton Farms - USA Grown All-Natural - Fancy Roasted In-Shell Unsalted Peanuts,Ounce,5,240,240.0
NUT CRAVINGS - Raw Sunflower Seeds,Ounce,80,80.0,80.0
Burt's Bees Baby Shampoo & Wash,Fl Oz,12,12,12.0
Maybelline New York Fit Me Matte Plus Pore Less Foundation,Fl Oz,1,1.0,1.0
"Adams & Brooks, Inc. Hawaiian Punch Candy Chews",Ounce,25,25.0,25.0
Fava Bean Seeds – Aquadulce,Ounce,5,80.0,80.0
"Campbell's Chunky Soup, Spicy Chicken Quesadilla Soup",Fl Oz,18.8,18.8,18.8
Dried Chipotle Morita Chile Peppers,Ounce,4,0.12,4.0
Chefmaster Burgundy Liqua-Gel® Food Coloring,Ounce,0.75,0.75,0.75
Nissin Top Ramen,Ounce,18,18,18.0
Marukan Seasoned Gourmet Rice Vinegar Dressing,Fl Oz,12,12,12.0
"Lindt Excellence Smooth Dark Chocolate Bar, 70% Cocoa",Ounce,3.5,12,42.0
Zero Calorie Sweetener,Count,500,0.035,500.0
"Spinbrush Toothbrush for kids, Super Mario",Count,1,1,1.0
Peet's Coffee Single Origin Brazil,Ounce,10.5,10.5,10.5
Maggi Magic Sarap,Ounce,12,0.28,3.36
Sugarfree Mentos Pure White Gum,Count,100,100,100.0
WILTON SPRINKLES,Count,1,4.51,1.0
Cheez-It Snap'd Cheese Cracker Chips,Ounce,12,0.75,108.0
GRB Cow Ghee,Fl Oz,28,28.0,28.0
SweetGourmet Arcor Strawberry Bon Bons Buds Filled Hard Candy,Ounce,2,32,32.0
LAKE BEET CAR ORNG,Count,1,32,1.0
Carrington Farms Organic Flax Chia Packs,Ounce,12,0.4,0.4
Mahatma Organic Brown Rice,Ounce,2,1,192.0
GOOD LUCK Mushroom Hot Sauce,Count,18,18,18.0
Bonnecaze Farms Stone Ground Yellow Grits,Ounce,32,32.0,32.0
Pascha Bulk Organic Chocolate Chips,Ounce,160,160.0,160.0
Planters Salted Cashew,Ounce,1,1.5,1.5
Redmond Real Salt,Ounce,1,96.0,96.0
"Annie's Naturals, Organic, Caesar Dressing",Fl Oz,3,236,24.0
Tim Hortons Original Blend,Count,80,1000,80.0
Davidsons Organics Orange Spice Tea,Count,25,1.0,1.0
Campbell's Slow Kettle Style Roasted Chicken Noodle Soup with White Meat Chicken,Ounce,15.5,124.0,124.0
Naked Organic Bare White,Ounce,22.5,22.5,22.5
Shea Moisture Jamaican Black Castor Oil Strengthen & Restore Smoothie Cream,Ounce,12,12,12.0
PINES Organic Barley Grass,Count,250,250.0,250.0
Mission Tortillas Carb Balance Chipotle Fajita Tortillas,Ounce,32,8,32.0
Woodstock Organic Pecan,Count,1,4.5,1.0
Tonnino Tuna Fish Albacore - Olive Oil with Herbs de Provence,None,6,,
King Arthur Mix Pancake Gf,Ounce,270,270.0,270.0
Rachael Ray Nutrish Natural Wet Cat Food,Ounce,2.8,2.8,2.8
Glory Foods Seasoned Turnip Greens,Ounce,27,6,162.0
Pink Grapefruit Black Tea,Count,50,150.0,150.0
L'Oreal Paris Cosmetics Color Riche Matte Lip Color,Ounce,1,0.13,0.13
bubly Sparkling Water,Count,8,12,8.0
"CELESTIAL SEASONINGS HERB TEA,BENGAL SPICE",Count,20,20,20.0
Amazon Brand - Happy Belly Cappuccino Coffee Pods,Count,24,1.0,24.0
Annies Homegrown Shiitake & Sesame Vinaigrette,Fl Oz,8,8.0,8.0
M.ichaels Of Brooklyn Arrabbiata Gluten-Free Sauce,Ounce,32,32.0,32.0
LorAnn Orange Oil,Fl Oz,0.125,0.125,0.125
Strawberry's Grand Champion Backyard Steak Shake,Fl Oz,8,0.8,8.0
Godiva Chocolatier Holiday Assorted Gourmet Chocolate Truffle Gift Box,Count,6,6.0,6.0
Lundberg Family Farms - Jubilee Rice,Ounce,16,16,96.0
Hellmann's Light Mayonnaise,Fl Oz,3,30,90.0
Fresh Roasted Coffee,Count,72,72,72.0
Torani Syrup Variety Pack,Fl Oz,25.4,101.6,101.6
McCormick Black Food Color,Fl Oz,1,1.0,1.0
Cortas - Tahina,Ounce,16,16.0,16.0
Ken's Steak House Lite Raspberry Walnut Vinaigrette,Fl Oz,3,16,48.0
Fruit Rolls by Zest Delites,Count,20,20,20.0
Orange Mango White Tea,Ounce,8,24.0,24.0
Popcorners Kettle Corn Snack,Ounce,7,4,28.0
Hint Fruit-Infused Bottled Water,Fl Oz,192,192.0,192.0
Quaker Rice Cake Everything,Ounce,5.9,2,11.8
Saffron Road Antibiotic Free Chicken Biryani With Basmti Rice,oz,8,10,80.0
Heinz Baked Beanz,Ounce,4,16,58.4
"Goya, Soda Crackers",Ounce,21,21.0,21.0
Gourmet Popcorn,Ounce,1,1.0,1.0
"Morinaga Hi Chew Candy, Tropical Mix",Ounce,6,3.53,21.18
"Ocean Spray, Juice Drink Diet Cranberry",Fl Oz,101.4,101.4,101.4
LUNDBERG RICE BRWN BASMATI ORG GF,Fl Oz,32,32,32.0
Eden Foods Umeboshi Paste,Ounce,12,7,84.0
Agar Powder Organic Vegan Red Seaweed,Ounce,12,12,12.0
Butter Rum Chamomile Tea,Count,2,50.0,50.0
Blueberry White Tea (Loose),Ounce,4,12.0,12.0
Snyder's of Hanover Mini Pretzels,Count,1,1,1.0
Chosen Foods Toasted Sesame Oil,Fl. Oz,8.4,1,8.4
Kraft Pimento Cheese Spread,Ounce,2,5,5.0
Performance Protein Pancake and Waffle Mix by Birch Benders,Ounce,16,96.0,96.0
Zapps Salt and Vinegar Potato Chips,Ounce,1.5,1.5,90.0
Pacific Foods Soup Rte Cashew Carrot,Ounce,160,160,160.0
LorAnn Watermelon SS Flavor,Fl Oz,0.13,0.13,0.13
Bigelow Orange & Spice Herbal Tea,Count,28,28,28.0
Lee Kum Kee Pandra Brand Sauce for Lettuce Wrap,Fl Oz,8,0,8.0
"Flavorganics Organic Extract, Pure Orange",Fluid Ounce,2,2.0,2.0
Naturejam ORGANIC Dried Strawberry Powder,Ounce,1,8.0,8.0
"Crown Prince, Flat Anchovies in Oil",Ounce,1.5,1.5,1.5
King's Cupboard Pumpkin Spice Caramel Sauce,Count,2,10.4,2.0
Waka Premium Instant Coffee Pouches,Ounce,0.8,8,0.8
Rao's Homemade Arrabbiata Sauce,Ounce,72,1,72.0
Oh! Nuts 7 Variety Roasted Salted Nuts Holiday Gift Basket,Count,8,1.8,8.0
PLANTERS Cashews Rosemary & Sea Salt,Ounce,1,5.0,5.0
Classico Four Cheese Alfredo Pasta Sauce,Ounce,22,22,22.0
Candy Retailer Wrapped Sour Fruit Balls Hard Candy,Ounce,1,16.0,16.0
BACK TO NATURE Fudge Striped Cookies,Ounce,7.7,7.7,7.7
Frito Lay Multi Pack All Day Mix,Count,28,28,28.0
Don Francisco's Kona Blend Medium Roast K-Cup Single-Serve Coffee Pods,Count,12,12,12.0
Hostess Single Serve SnoBall,Ounce,36,3.5,126.0
Pamela's Products Gluten Free Honey Graham Crackers,Ounce,7.5,7.5,7.5
Icy Point Alaska Red Salmon (Sockeye),Ounce,7.5,6,nan
5-hour Energy Extra Strength,Ounce,24,46.32,46.3
Dried Mixed Fruit Dices Medley - by Its Delish,Ounce,16,16,16.0
"Cameron's Coffee Roasted Ground Coffee Bag, Flavored, Chocolate Caramel Brownie",Ounce,3,12,36.0
Beech-Nut S2 Naturals Apple Pumpkin Cinnamon,Ounce,4,0.213,4.0
Certified Glyphosate Residue Free Hard Red Winter Wheat Berries,Ounce,15,240.0,240.0
Nongshim HOT & SPICY Noodle Soup,Ounce,1,3.03,3.0
Emporium Candy Zachary Assorted Spice Drops,Ounce,32,32.0,32.0
Simply Asia Noodle Bowl Spicy Mongolian,oz,8.5,51.0,8.5
"L'Oréal Paris Colour Riche Lip Liner, Timeless Coral",Count,1,0.007,1.0
Peppermint Balls,Count,1,1,1.0
Fluff Marshmallow Spread,Ounce,12,7.5,90.0
Bonafide Provisions Organic Chicken Broth,Fl Oz,32,32.0,32.0
Kashi Organic Promise Cereal,Ounce,12,15.6,187.2
M&M'S Milk Chocolate & Peanut Candies,Ounce,1,6.24,6.24
Trader Joe's Organic Unsweetened Flake Coconut,Ounce,8,16.0,16.0
Del Monte Pineapple Slices,Ounce,15.5,15.5,186.0
"Special Tea Loose Leaf Black Tea, Chocolate Coconut",Ounce,1,1,1.0
Gevalia Mocha Latte K-CUP Pods and Froth Packets,Count,9,54,54.0
Pure Leaf Lower Sugar Subtly Sweet Lemon,Fl Oz,18.5,18.5,18.5
Fresh Roasted Coffee,Ounce,216,2.25,216.0
Lavazza Qualita Rossa Ground Coffee,Ounce,8.8,10,88.0
HARIBO Gummi Candy,Ounce,8,0.8,8.0
Great Value Organic Strained Raw Honey,Fl Oz,4,16,64.0
Recaito Culantro Cooking Base by Goya,Ounce,24,24,24.0
tag Me Plus Dog Flour Sack Dishtowel,Count,1,1.0,1.0
BLUE TEA - Butterfly Pea Flower Tea,Count,30,30,30.0
Teeccino Hazelnut Chicory Herbal Coffee Alternative,Count,3,11,3.0
Ghirardelli Chocolate Brownie Mix,Ounce,18.75,225,37.5
36 Pcs Happy Birthday Candy Party Favors in Bulk Wrapped Belgian Chocolate Bars,Count,36,36,36.0
Dunkin' Decaf Medium Roast Coffee,Count,22,22,22.0
StarKist E.V.O.O. Solid Yellowfin Tuna with Roasted Garlic and Extra Virgin Olive Oil,Ounce,4.5,1,4.5
Preferred Popcorn Organic Popcorn,Ounce,28,112.0,112.0
Wesson 100% Pure Vegetable Oil,Fl Oz,128,128.0,128.0
BetterBody Foods Organic Chia Seeds,ounce,1,32.0,32.0
Dinosaur Bar-B-Que Sensuous Slathering BBQ Sauce,Ounce,6,19,19.0
Toms of Maine Antiplaque and Whitening Peppermint,Ounce,3,5.5,16.5
Yupik Organic Split Green Peas,Ounce,2.2,35.2,35.2
Season Mackerel in Olive Oil,Ounce,4.37,12,52.44
Primal Kitchen Sauce Dip Chicken,Ounce,10,10,10.0
TWIX Cookies & Creme Chocolate Cookie Bar Candy,Ounce,20,2.87,54.4
Tazo Sweet Cinnamon Spice Herbal Tea Filterbags,Count,20,20,20.0
HORMEL COMPLEATS,Ounce,5,7.5,37.5
Ocean Spray Jellied Cranberry Sauce,Ounce,14,14.0,14.0
Concord Foods Organic Mild Salsa Mix,Ounce,0.8,6,nan
Karma Wellness Flavored Vitamin Water,Fl Oz,216,18,216.0
Cafix Caffeine-Free All-Natural Instant Coffee Substitute,Ounce,3.5,7.5,7.5
Foods Alive Organic Black Sesame Seeds,Ounce,8,0.0,8.0
Fancy Sprinkles Chromatica Fancy Sugar,Ounce,1,4,1.0
84ct Vacation Bible School Candy,Count,84,84,84.0
Seasoned Red Beans,Ounce,6,16,96.0
Blue Marble Covered Raisins with Evaporated Cane Juice,oz,15,15,240.0
M&M'S Peanut Milk Chocolate Candy,Ounce,19.2,19.2,19.2
Sour Lemon Napoleons,Ounce,2,32.0,32.0
Everlasting Gobstopper Candy,Ounce,5,1,5.0
McCabe Organic Crushed Perilla Seeds,Ounce,7,0.5,7.0
PUKKA Organic Black Currant Beauty Tea,Count,20,20,20.0
Lemon Ginseng Yerba Mate Tea,Count,25,25,25.0
Daiya Pizza Mtlss Meat Lovers,Count,8,19.1,8.0
Nature's Eats Blanched Almond Flour,Ounce,32,32,32.0
Sourbrite Mini Crawlers Candy,Ounce,80,1,80.0
LorAnn Lemon Oil,Fl Oz,16,16,1.0
Parent's Choice - Pediatric Electrolyte Drink,Fl Oz,33.81,1,1
Godiva Chocolatier Assorted Chocolate Masterpiece IWC Bag,Ounce,1,0.3,5.0
"Oasis Supply Sugar-Free, Zero Calorie Snow Cone Syrup",Count,3,16,3.0
"Once Upon a Farm Organic Coconut Melts, Mixed Berry",Ounce,1,1,1.0
ORBIT Peppermint Chewing Gum Sugar-Free,Count,280,280,280.0
Snow's New England Clam Chowder,Count,1,15,1.0
SpongeBob Squarepants Krabby Patties,Ounce,26.4,26.4,26.4
Peace Tea Cans,Fl Oz,276,23,276.0
PLANTERS Honey Roasted Peanuts,Fl Oz,16,16,1.0
Smucker's PINEAPPLE TOPPINGS,Count,8,12,8.0
Liquor Quik Prestige Coconut Rum Essence,Count,1,50,1.0
Lehman's Chocolate Covered Nuts Bridge Mix,Ounce,8,0.25,8.0
Sweet Baby Ray's Barbecue Sauce,Count,2,18,4.0
Jack Link's Beef Sticks,Ounce,1,0.92,0.92
Planters Honey Roasted Peanuts,Ounce,60,10,60.0
"Bear Creek Soup Mix, Cheddar Broccoli",Ounce,11.2,11.2,11.2
Durkee Crushed Red Pepper,Ounce,3,12,36.0
Chipotle Cinnamon Popcorn Seasoning,Fl Oz,5.5,5.5,5.5
Food to Live Organic Italian Pizza Flour,Ounce,48,1,48.0
Pure Leaf Iced Tea,Fl Oz,18.5,222.0,18.5
GU Energy Original Sports Nutrition Energy Gel,Count,8,1000,9.0
REVV NO SURRENDER Coffee Keurig K-Cup Pods,Count,48,48,48.0
EZ-Sweetz Flavored Sucralose Drops,Count,1,1.0,1.0
"Rothbury Farms Croutons, Cheese Garlic",Ounce,5,5,5.0
"La Costena, Pepper Jalapeno",Fl Oz,12,26,312.0
Raisin Bran Cold Breakfast Cereal Maple Flavor,Ounce,15.2,1,15.2
Arm & Hammer Scoopable Super Clumping Fresh Cat Litter,Ounce,20,20,320.0
Diet Canada Dry Tonic Water,Fl Oz,33.8,1,33.8
Wicked Joe Coffee Wicked Italian Medium Dark Roast Ground Coffee,Ounce,6,12,6.0
Patriot Confetti Painted Roses,None,50,,
Himalayan Chef Sea Salt,Ounce,5,80.0,80.0
Panda Express Kung Pao Stir Fry Sauce,Ounce,18.8,18.75,18.8
Manuka Health UMF 10+/MGO 263+ Manuka Honey,Ounce,250,8.8,8.8
Debrox Earwax Removal Drops,Fl Oz,5,0.5,2.5
The Tao Of Tea African Red Tea Honeybush,ounce,4,12,12.0
Kraft Salad Dressing: Free Zesty Italian,Fl Oz,64,16,16.0
M&M'S Almond Chocolate Candy,Ounce,15.9,15.9,15.9
RITZ Buttery-er Crackers,Ounce,13.7,13.7,13.7
Loacker Quadratini Bite Size Wafer Cookies Hazelnut,Ounce,1,8.82,8.82
Higgins & Burke Orange Pekoe,Count,24,24,24.0
Torani Sugar Free Vanilla Bean Syrup w/Splenda,Fl Oz,25.5,750,25.5
McCormick Culinary Coarse Grind Black Pepper,Ounce,25,400.0,400.0
"Bars, Pomegranate Blueberry Pistachio + Antioxidants",Count,48,1.4,48.0
Lime Jalapeno Pu-erh Tea,Count,100,100.0,100.0
Alessi Caper Balsamic,oz,7,7.0,7.0
BOBS RED MILL CEREAL MUESLI TROPICAL,Fl Oz,14,14.0,14.0
Wood Stove Kitchen Mulling Syrup,Fl Oz,16,16,16.0
Johnson’s Lavender Baby Powder,oz,15,15.0,15.0
Snapdragon Singapore Curry Rice Noodle Soup Bowl,Ounce,12,2.12,25.44
Sierra Nevada Mustard Pale Ale,Ounce,9,9,9.0
Breadstick Pepper,Ounce,12,4.4,4.0
SINGING DOG VANILLA,Fl Oz,2.0,0.0,2.0
Organic Black Cohosh Root Tea,Count,18,18,18.0
Chock Full o' Nuts Coffee,Ounce,4,26,104.0
McCormick Sweedish Meatballs Sauce Mix,Ounce,2.11,4,8.44
See's Candies 8 oz Cafe Latte Krispys,Ounce,8,0.8,8.0
Margaritaville Singles to Go Water Drink Mix,Ounce,4.18,16.9,4.18
Salt Water Taffy,Count,1,1.0,1.0
10% Kona Coffee Ground from Hawaii,Ounce,8,0.5,8.0
La Preferida Mexican Foods Green Chile Enchilada Sauce,Ounce,12,10,120.0
Chicken Flavored Soup Base,Fl Oz,4,12,48.0
Elite Instant Coffee,ounce,12,84.0,84.0
Durhams Praline Frosted Pecans,Count,12,12.0,12.0
Charcoal Seasoning,Ounce,4.0,4.0,4.0
Gourmet Toffee Coated Pecans by Its Delish,Ounce,16.0,1,16.0
Let's Do Organic Gluten Free Cake Style Ice Cream Cones,Ounce,1,1.2,15.12
"Grove Square Cappuccino Pods, Hazelnut",Count,24,24,24.0
Gaea Organic Pitted Green Olives,Count,4,65,4.0
Member's Mark French Vanilla Cappuccino Beverage Mix,Ounce,48,2.12,96.0
Vigo Yellow Rice,oz,16,16,16.0
Sevillo Fine Foods Quartered Fire Roasted Artichoke Hearts,Fl Oz,1,128.0,128.0
Gum Extra Winterfresh,Count,2,1,1.0
MiO Energy Liquid Water Enhancer,Fl Oz,3,1.62,4.86
Blackberry Black Tea (Loose),Ounce,8,16.0,16.0
Folgers Classic Roast K-Cup for Keurig Brewers,Count,96,96.0,96.0
Heather Hills Lavender Honey,Fl Oz,3,4,12.0
Del Monte Fruit Cocktail,Fl Oz,6,30,180.0
Buddha Teas - Hibiscus - Organic Herbal Tea,Count,54,1.0,54.0
Sunridge Farms Yogurt Raisins,Count,8,3.25,1.0
Cascadian Farm Organic Granola,Ounce,22,22.0,22.0
Royal Tara Set of 2 Scotland Breakfast Loose Leaf Tea,Count,2,1.41,2.0
Edward & Sons Organic Garlic Mashed Potatoes,Ounce,3.5,3.5,3.5
Fermentaholics USDA Certified Organic Loose-Leaf Rooibos Tea,Ounce,4,4,4.0
Wilderness Poets California Walnuts,Ounce,64,64.0,64.0
Cheddies,Ounce,4.2,0,0
Garden of Eatin',Ounce,12,5.5,66.0
Goya Foods Tomato Paste,Fl Oz,48,288,288.0
Duncan Hines Simple Mornings Triple Chocolate Chunk Premium Muffin Mix,Ounce,18.2,18.2,18.2
Keurig Green Mountain Coffee Roasters Breakfast Blend,Count,24,24,24.0
Red Bull,Fl Oz,2424,12,12.0
Canola Organic Refined Oil,Fl Oz,16,192.0,192.0
Capri Sun Pacific Cooler,count,4,10,40.0
M&M'S Peanut Butter Milk Chocolate Candy,Ounce,4.5,4.5,4.5
Newman's Own Whole Pepper Medley,Ounce,2.21,2.21,2.21
Crush Strawberry Soda,Fl Oz,12,12,144.0
Bakerpan Meringue Powder for Royal Icing,Ounce,16,16.0,16.0
Tinkyada Brown Rice Pasta,Count,6,10,6.0
Reppert's Coconut Strips Rainbow Neopolitan,Ounce,2,2,32.0
Fresh Gourmet Crispy Dillies,Ounce,3,3.5,10.5
Ortega Mild Diced Green Chiles,Ounce,6,4,24.0
"Bai Flavored Water, Malawi Mango",Fl Oz,18,18,108.0
Kodiak Power Cakes,Ounce,1,18,18.0
Tone's Ground Cloves,Ounce,0.55,0.55,0.55
Kirkland Signature Super XL VA Peanuts,Ounce,40,0,40.0
Jelly Belly Gummi Bears,Ounce,24,2.12,72.0
Kellogg's Corn Pops,Ounce,12,1.5,18.0
Diamond of California Sliced Almonds,Ounce,6,0.5,6.0
TOBLERONE CHOC BAR MLK,Count,2,3.52,2.0
Plum Organics Bar Jmy Smy Blbry Otml,Count,1,1,1.0
OREO Mini Cookies & CHIPS AHOY! Mini Cookies,Ounce,49,49.0,49.0
"Harney & Sons Black Tea, Paris",Count,50,1000,50.0
Frontier Whole Yellow Mustard Seed,Ounce,16,16.0,16.0
M&M'S Fun Size Peanut Milk Chocolate Candy,Ounce,10.57,10.57,10.57
Moon Pie Vanilla Mini Pies,Fl Oz,6,6,6.0
Amoretti - Blueberry Marbleizing Swirl,Ounce,8,0.5,8.0
Sadaf Unpelted Wheat,Ounce,12,0,36.0
Pillsbury Blueberry Bash Mini Waffles,Ounce,2.47,72,177.84
Pepperidge Farm Verona Strawberry Cookies,Ounce,18,6.75,6.75
L'Oreal Paris Skin Care Revitalift Face Wash,Fl Oz,5.0,5.0,5.0
Krusteaz Gluten Free Cinnamon Swirl Crumb Cake,Ounce,20,20,20.0
Dickinson's Witch Hazel Astringent,ounce,16,16.0,16.0
Jell-O Gelatin,Ounce,3,3,9.0
Rhubarb Cream Soda Rooibos Tea,Ounce,8,24.0,24.0
StarKist Chunk Light Tuna,oz,12,11,44.0
Crystal Light On The Go Natural Lemon Iced Tea,count,9,8,9.0
ChocZero Maple Syrup,Ounce,2,10.5,21.0
Kellogg's Nutri-Grain Nutri-Grain Cereal Bars - Raspberry,Count,16,1.3,16.0
Rani Black Cardamom Pods,Ounce,3.5,3.5,3.5
Nature's Path Organic Flax Plus Maple Pecan Crunch Cereal,Fl Oz,12,11.5,11.5
McCormick Grill Mates Montreal Chicken Seasoning,Ounce,6,2.75,16.5
Westernmby Aquafina water,Fl Oz,14,12,168.0
Nong Shim Spicy Flavor Shin Cup Noodles,Ounce,6,2.64,15.84
The Bean Organic Coffee Company Water Processed DECAF Vanilla Bean,Ounce,1,80.0,80.0
Old Wisconsin Bites,Ounce,14,14,14.0
Green Jay Gourmet Garlic Stuffed Olives,Ounce,16,32.0,32.0
AlpineAire Foods Creamy Broccoli Cheddar Rice,Count,1,1.0,1.0
Banza Gluten-Free Chickpea Pasta,Ounce,8,23,48.0
Hawaiian Sun Lilikoi Passion Fruit Pancake Mix,Fl Oz,12,6,72.0
"VitaCup Keto Coffee Pods with MCT Oil, Turmeric, Vitamins B & D for Energy in Recyclable K-Cup Compatible Pods",Count,16,16,16.0
Sadaf Oregano Leaves Cut,Count,56.7,2,3.0
Sanded Watermelon Drops,Fl Oz,160,160,160.0
GIANTS Go Naked Sweet Thai Chili Pistachios,Ounce,3,6.0,6.0
Lakanto Sugar Free Cinnamon Maple Syrup,Fl Oz,13,13.0,13.0
Utz Pub Mix,Ounce,44,44,44.0
Owen’s Craft Mixers Live Nation Exclusive Strawberry Lemonade,Fl Oz,4,750,25.0
"Conchita Foods Beans, Black, Dry",Ounce,24,12,288.0
"Nestle Coffee Mate Coffee Creamer, Vanilla Caramel",None,180,180,
Volcano Bursts Organic Italian 100% Organic Lemon Juice,Fl Oz,33.8,1000,33.8
Community Coffee Half-Caff,Ounce,72,1,72.0
Vid Sas #6r Light Auburn,Count,1,1,1.0
BariatricPal Low Carb Protein & Fiber Bars,Count,1,7,7.0
Jyoti Natural Foods Organic Black Beans,oz,10,10,10.0
Wellsley Farms Almond Butter with Sea Salt,Ounce,27,27.0,27.0
"Davidson's Organics, Herbal Floral Fields, Loose Leaf Tea",Ounce,16,16.0,16.0
SKOUT Organic Raspberry Rush Kids Bar,Ounce,5.1,5.1,5.1
"Torani Puremade Syrup, Salted Caramel",Fl Oz,25.4,101.6,25.4
"Hamburger Helper, Cheesy Enchilada",Ounce,7.5,,7.5
Matador Original Beef Jerky,Ounce,3,3,3.0
Wholesome Sweeteners Sugar Org Ftc,Count,1,1,1.0
Castle Kitchen Double Dutch Dark Chocolate,Ounce,14,28.0,28.0
Avery Two Pocket Folders,Count,25,25,25.0
John Frieda Frizz Ease,Ounce,1,12,12.0
VERMONT CREAMERY Classic Fresh Goat Cheese,Ounce,8,8,8.0
Leonidas Belgian Dark Chocolate Gift Box,Ounce,1,16.0,16.0
Venice Bakery Crust Pizza,Count,24,10,24.0
Fini Balsamic Glaze,Ounce,1,8.45,1.0
Sara Lee Chef Pierre Unbaked Broccoli Quiche,Count,6,10,6.0
Pure Living Sprouted Garbanzo Bean Flour,Ounce,1.5,24.0,24.0
Chile Crunch,Ounce,5.5,5.5,5.5
Nebraska Star Beef Horseradish Prime Rib Rub,Ounce,3.9,3.9,3.9
Stonewall Kitchen Bada Bing Cherry Jam,Ounce,12,12.0,12.0
Sparkling Ices Blue Variety Pack,Count,24,17,24.0
Rollo Holiday Chewy Caramels in Milk Chocolate,Ounce,2,16,32.0
Baker's Unsweetened Baking Chocolate Bar,Ounce,4,12.0,12.0
Trolli Sour Brite Crawlers,Ounce,28.8,28.8,28.8
Panda Puffs Organic Peanut Butter Cereal,Ounce,6,10.6,63.6
Mariebelle New York Ganache Chocolate,Count,16,16,16.0
Blommingmore | Fresh Cut Flowers | Natural Light Pink Roses,Count,75,0,75.0
Betty Crocker Snickerdoodle Cookie Mix,Count,4,17.9,4.0
Lay's Honey BBQ Flavored Potato Chips,Ounce,10,10,100.0
Krazy Sprinkles Teddy Bear Animal Shapes,Count,1,1.0,1.0
Kitsch Satin Scrunchies,Count,5,5.0,5.0
HEALTH VALLEY SOUP MINESTRONE NS ORG,Count,1,15,1.0
Super Hot Cinnamon Pu-erh Tea,Count,150,150,150.0
Sprite,ounce,8,7.5,60.0
Trader Joe's Low Acid French Roast Whole Bean Dark Roast Coffee,Ounce,13,26.0,26.0
Bear Naked Banana Nut Granola,Ounce,12,12,12.0
Kar’s Nuts Original Sweet ‘N Salty Trail Mix,Ounce,2,2,48.0
CESAR HOME DELIGHTS Slow Cooked Chicken & Vegetables Dinner in Meaty Juices Dog Food Trays,Ounce,24,3.5,3.5
MadeGood Organic Granola Minis,Ounce,20.4,20.4,20.4
Got2b Glued Spiking Glue,Ounce,6,6,6.0
Kikkoman Less Sodium Soy Sauce,Fl Oz,200,0.2,400.0
Plum Organics Mighty Immunity,Ounce,4,0.25,48.0
Otis Spunkmeyer Whole Grain Individually Wrapped Cinnamon Muffin,Count,72,2,72.0
Red Apple Ginger Pu-erh Tea,Count,100,100.0,100.0
Better Than Bouillon Roasted Chicken Base,Ounce,8,16.0,16.0
"Special Tea Organic Green Tea, Champagne & Berries",ounce,1,1.0,1.0
Nkd Distillery Gin Alternative,Fl Oz,750,33.8,25.0
Revlon ColorStay Makeup For Normal/Dry Skin,Fl Oz,1,1,1.0
Crisco All-Vegetable Shortening,Ounce,6,6,96.0
Fennel and Wild Yam Combination Tea (Loose),Ounce,4,8,8.0
Caza Trail Coffee Pods,Count,100,100.0,100.0
Morinaga Ogura An (Sweetened Red Beans),Ounce,3,15.16,45.48
Rani Pink Guava Candy,Ounce,5.25,150,5.25
Bravus Hopped Up Sparkling Energy Tea,Fl Oz,12,12.0,12.0
Bakery De France Silver Dollar Brioche,Fl Oz,1,1,1.0
Desert Pepper Corn Black Bean Roasted Pepper Salsa,Ounce,16,1.0,1.0
La Baleine Grey Sea Salt,Ounce,8.8,8.8,8.8
American Beauty Spaghetti,Fl Oz,3,16,48.0
Naturlux Coconut Oil Powder,Ounce,7.0548,200,7.0548
Les Pres Sales Butter with Camargue Sea Salt,Count,1,8.8,1.0
Tea Bags Sampler Assortment Gift Set,Count,180,180,1.0
Rodelle Fair Trade Organic Pure Vanilla Extract,Fl Oz,4,4.0,4.0
Badia Garlic Powder Organic,Ounce,8,3,24.0
QKR28667 - G-Series Perform 02 Thirst Quencher Fruit Punch,Fl Oz,40,40,40.0
PEDIGREE Adult Small Dog Roasted Chicken,Ounce,3.5,3.5,56.0
McCormick Yellow Mustard Seed,Ounce,1,1.4,1.4
ChapStick,Ounce,1,0.64,0.64
Chef Merito Ssnng Chicken,Count,3,14,3.0
KIND Chocolate Cherry Almond Frozen Treat Bars,Fl Oz,8,8,8.0
DaVinci Gourmet Vanilla Bean Blended Iced Coffee Mix,Ounce,3,48,48.0
Gerber Purees,Ounce,10,4,4.0
Wild Planet - Wild Sardines in Spring Water,None,12,,
Gourmet Yellow Mango Soft Taffy Chews by It's Delish,Count,1,1.0,1.0
Moon Pie,Count,6,1,6.0
Starwest Botanicals Organic Yarrow Flowers,Ounce,16,1,16.0
Hostess Ding Dongs,Ounce,1,12.7,12.7
Nature's Bakery Strawberry Fig Bars,Ounce,2,12,12.0
